1st,2nd,3rd,4th,5th,Placement_activity,Gender,college_code,Fields_of_Study,scholarship
3.88,5.08,8.45,7.62,7.27,C,Male,115,Public Relations and Administration,0.0
6.17,7.21,4.77,6.87,8.28,D,Female,116,Engineering,7357.66
6.69,6.68,6.8,6.81,8.3,C,Female,116,Aeronautics and Aviation Science,0.0
8.2,6.33,7.88,8.88,5.67,C,M,241,Environmental Science and Health,0.0
5.07,7.42,5.39,8.63,4.46,C,M,116,Engineering,0.0
3.15,5.26,5.44,6.83,5.09,D,F,241,Engineering,12002.5
3.63,7.62,5.63,3.7,7.38,C,Female,241,Art,0.0
7.17,7.88,4.53,8.66,7.87,E,Female,115,Public Relations and Administration,0.0
7.09,5.81,4.27,5.91,5.92,D,Male,241,Economics,0.0
7.7,4.2,6.17,4.23,8.91,C,M,241,Engineering,0.0
3.55,7.37,6.9,8.86,9.2,D,Male,116,Environmental Science and Health,0.0
7.46,8.01,8.09,4.41,7.86,C,F,116,Art,0.0
8.48,6.36,4.57,6.72,6.86,C,Female,116,Public Relations and Administration,14390.22
4.12,6.62,3.78,5.16,5.52,D,Female,241,Economics,8312.17
8.75,6.6,8.31,4.79,6.93,B,Male,165,Art,0.0
3.69,6.61,4.18,8.93,9.23,D,F,165,Engineering,10801.06
5.87,5.93,5.96,6.67,6.93,C,Female,116,Public Relations and Administration,9621.59
3.96,3.57,4.08,4.92,8.98,C,M,116,Environmental Science and Health,11998.6
4.02,3.8,5.4,4.58,4.96,C,F,241,Economics,0.0
7.52,8.11,4.98,3.63,7.39,C,M,115,Environmental Science and Health,0.0
4.87,7.39,7.88,4.77,5.95,C,M,241,Engineering,0.0
5.96,4.38,8.62,8.09,7.91,A,M,115,Engineering,0.0
4.52,5.33,5.41,7.79,9.48,E,F,241,Economics,0.0
5.73,7.94,4.59,8.18,5.83,E,M,165,Environmental Science and Health,0.0
5.1,3.73,8.63,7.92,4.25,C,F,116,Environmental Science and Health,10464.65
5.18,4.33,4.58,7.87,6.59,C,Female,115,Art,0.0
5.39,5.1,5.15,8.67,6.96,C,Male,115,Engineering,0.0
5.49,3.5,5.39,3.61,9.2,E,Female,165,Economics,0.0
5.5,5.31,4.98,6.89,8.0,B,F,115,Environmental Science and Health,0.0
8.31,5.23,7.91,7.13,6.37,E,Female,165,Art,0.0
3.82,7.29,4.59,8.7,8.18,C,M,115,Aeronautics and Aviation Science,0.0
7.91,6.36,5.56,6.11,7.08,E,Male,115,Economics,0.0
6.83,7.28,7.0,6.08,8.97,A,M,241,Aeronautics and Aviation Science,7601.28
7.55,3.38,5.3,5.5,5.18,B,M,241,Environmental Science and Health,0.0
3.65,4.25,7.67,8.95,8.42,C,M,241,Environmental Science and Health,0.0
7.01,3.71,8.39,4.49,4.35,B,M,115,Engineering,0.0
5.02,6.96,6.17,4.0,7.77,D,Female,116,Environmental Science and Health,0.0
4.03,4.89,6.84,3.55,5.66,B,Male,241,Aeronautics and Aviation Science,11714.08
4.98,4.48,8.54,5.35,7.03,B,M,116,Public Relations and Administration,3551.17
7.96,4.91,5.75,3.51,9.0,D,M,115,Environmental Science and Health,14263.65
8.31,5.5,6.28,5.73,9.25,E,Male,115,Economics,9980.01
3.58,4.22,4.25,3.71,6.84,C,F,116,Environmental Science and Health,0.0
7.94,4.41,5.68,8.48,6.94,C,Female,116,Engineering,0.0
5.06,4.81,5.16,8.27,6.07,C,M,165,Public Relations and Administration,0.0
5.1,7.61,4.74,4.23,9.39,A,Female,241,Engineering,0.0
5.82,5.54,4.63,7.05,6.91,A,Female,241,Economics,0.0
6.89,5.57,6.53,3.6,4.35,B,M,241,Aeronautics and Aviation Science,8543.53
3.14,4.98,4.93,5.63,7.51,B,F,165,Economics,0.0
7.08,3.81,8.41,5.12,4.65,D,M,116,Art,0.0
6.35,6.02,7.0,6.82,8.24,E,M,115,Economics,0.0
6.31,5.34,4.05,5.31,4.6,C,F,165,Art,7952.47
6.85,6.66,7.98,8.16,9.53,D,Female,241,Environmental Science and Health,0.0
5.38,4.17,4.09,4.99,9.65,C,Male,241,Environmental Science and Health,0.0
6.28,5.51,5.04,6.43,8.19,D,M,115,Engineering,0.0
4.25,5.93,7.25,4.38,5.86,D,Female,165,Public Relations and Administration,0.0
7.41,6.12,6.91,5.85,4.44,C,Female,115,Engineering,0.0
7.94,8.05,3.75,8.48,6.7,C,Male,116,Environmental Science and Health,564.61
8.68,4.48,8.55,6.64,5.36,B,F,115,Engineering,0.0
2.9,4.38,4.72,7.81,6.0,D,M,165,Environmental Science and Health,0.0
7.3,7.46,3.73,4.92,5.01,C,F,165,Environmental Science and Health,989.55
3.92,5.25,6.23,6.29,8.56,C,M,115,Engineering,15320.03
4.29,6.15,8.25,5.55,5.13,C,Female,241,Engineering,0.0
4.91,6.15,7.61,8.28,9.19,C,F,115,Economics,0.0
6.72,3.81,4.24,5.63,7.82,E,Male,116,Economics,2988.76
8.23,7.09,5.51,5.92,9.26,E,Female,165,Environmental Science and Health,769.45
6.11,4.21,4.57,7.68,9.35,D,M,116,Engineering,0.0
3.92,3.7,4.24,4.07,7.66,D,M,165,Engineering,0.0
4.5,4.35,8.59,6.55,8.79,A,F,116,Environmental Science and Health,0.0
4.15,5.19,4.9,7.45,5.36,B,Male,115,Aeronautics and Aviation Science,0.0
6.37,4.02,5.47,3.54,5.42,C,M,116,Engineering,0.0
6.94,5.29,6.98,7.34,8.33,D,Female,115,Public Relations and Administration,0.0
5.9,4.56,3.57,6.1,8.87,C,F,115,Engineering,0.0
3.71,3.27,7.08,8.79,7.19,D,Female,241,Engineering,0.0
6.14,3.48,5.06,8.39,6.42,C,F,241,Aeronautics and Aviation Science,0.0
5.65,3.26,5.6,4.3,4.16,D,F,115,Art,0.0
5.71,5.84,6.06,4.87,4.79,C,Male,165,Public Relations and Administration,9486.51
3.82,4.97,4.22,8.86,9.39,C,F,165,Aeronautics and Aviation Science,0.0
3.59,5.95,8.37,7.75,7.53,E,F,115,Art,1204.81
3.23,3.69,8.48,7.88,4.94,B,Male,115,Economics,4546.61
4.01,5.54,3.6,7.26,4.87,C,Female,241,Economics,6863.54
3.37,7.25,8.15,5.52,5.62,A,M,116,Art,7823.44
7.69,5.19,7.61,5.99,8.99,C,M,165,Environmental Science and Health,0.0
5.28,7.69,4.38,6.83,9.0,C,F,116,Aeronautics and Aviation Science,14577.93
7.89,7.05,5.12,6.47,4.91,C,Male,115,Engineering,0.0
3.41,4.81,5.11,4.76,6.97,C,F,116,Engineering,13172.32
6.57,5.75,6.08,7.34,9.28,E,F,165,Art,0.0
8.41,6.48,7.63,5.43,4.11,B,Female,115,Economics,0.0
8.08,5.07,4.98,5.35,5.79,D,F,116,Aeronautics and Aviation Science,5450.85
5.49,6.52,8.41,5.57,9.3,D,Female,116,Aeronautics and Aviation Science,0.0
7.94,6.08,3.78,6.79,4.75,E,M,241,Economics,14806.47
6.55,6.39,8.42,8.94,5.63,C,F,116,Economics,4400.4
6.63,3.94,6.96,6.17,9.68,D,M,116,Engineering,0.0
6.64,3.82,5.32,3.82,8.88,C,M,241,Environmental Science and Health,0.0
4.97,3.37,4.21,8.85,5.18,D,Male,116,Public Relations and Administration,0.0
6.67,3.75,7.95,7.14,6.15,B,F,241,Public Relations and Administration,0.0
8.97,4.52,3.84,6.19,5.78,B,F,116,Public Relations and Administration,1315.19
7.77,4.47,7.32,5.96,6.71,A,F,165,Public Relations and Administration,0.0
5.64,4.17,6.66,4.73,7.23,A,M,116,Public Relations and Administration,3608.73
5.96,3.56,8.4,5.13,6.87,D,Male,116,Economics,1750.87
4.82,8.22,7.04,8.6,9.45,B,M,165,Environmental Science and Health,8716.66
7.5,5.85,6.53,4.06,8.59,B,F,241,Environmental Science and Health,0.0
3.37,5.85,4.87,6.46,4.82,B,Female,116,Engineering,0.0
7.39,3.51,4.9,6.63,5.55,D,Male,241,Engineering,0.0
7.73,6.47,6.61,8.95,8.09,B,M,241,Public Relations and Administration,0.0
4.43,5.74,6.82,6.33,9.24,D,Female,115,Economics,0.0
4.34,7.04,7.6,7.44,7.88,D,Male,115,Engineering,8986.74
4.96,6.15,4.76,4.99,5.49,C,F,241,Art,2876.42
7.38,3.81,6.74,6.21,5.38,B,Male,115,Environmental Science and Health,14116.75
5.96,5.34,4.72,4.88,9.49,C,Female,165,Economics,0.0
5.75,6.94,7.08,4.19,9.08,C,M,116,Engineering,0.0
5.12,4.57,4.77,6.89,8.85,D,Female,116,Engineering,0.0
3.44,5.43,8.34,3.72,5.95,D,F,165,Economics,0.0
7.74,6.87,4.32,4.87,7.17,B,Male,116,Environmental Science and Health,0.0
3.48,3.47,4.38,3.71,9.23,E,Female,116,Engineering,0.0
6.35,5.94,6.25,3.85,9.29,A,M,116,Public Relations and Administration,3736.68
8.78,4.16,4.73,7.06,6.59,D,Male,241,Aeronautics and Aviation Science,0.0
8.6,3.56,7.88,5.04,5.38,C,Male,116,Engineering,0.0
6.32,7.42,4.45,8.46,8.46,D,Male,116,Art,0.0
5.33,7.66,5.14,4.61,8.08,C,Male,116,Engineering,2165.68
3.66,4.09,7.3,4.8,6.75,C,Female,115,Environmental Science and Health,0.0
4.72,6.63,6.66,8.62,9.11,E,Male,165,Engineering,0.0
5.77,4.31,8.64,8.6,6.88,B,Male,116,Aeronautics and Aviation Science,0.0
8.17,3.8,3.51,8.08,4.51,C,M,241,Economics,0.0
7.32,4.85,5.46,6.0,7.39,B,M,165,Economics,0.0
7.4,7.75,5.05,7.99,6.4,E,M,165,Economics,14066.29
7.94,7.86,7.21,4.26,6.69,D,F,241,Art,14807.61
3.21,7.12,4.86,7.25,5.16,D,Male,115,Economics,11845.67
4.68,6.3,6.7,5.65,5.4,C,M,165,Public Relations and Administration,0.0
6.83,3.38,8.54,8.92,7.78,A,Female,116,Engineering,0.0
6.22,4.42,4.87,7.94,6.81,B,F,116,Engineering,0.0
3.84,6.84,4.08,3.79,6.35,A,M,116,Engineering,10911.45
5.83,4.27,5.57,4.02,5.49,C,Female,116,Aeronautics and Aviation Science,0.0
3.41,7.47,6.09,7.16,5.17,A,F,241,Economics,0.0
4.75,6.61,5.6,8.01,4.85,B,M,115,Economics,0.0
5.85,5.53,3.77,7.4,4.43,D,M,165,Economics,0.0
7.14,6.95,4.96,5.72,6.31,C,Male,165,Engineering,0.0
7.06,3.97,6.39,3.74,7.67,C,Female,165,Engineering,0.0
3.79,6.28,3.69,7.03,4.66,D,F,241,Environmental Science and Health,0.0
4.38,5.06,6.09,7.48,6.88,A,Male,165,Environmental Science and Health,0.0
6.2,3.3,4.44,5.17,9.69,C,M,115,Engineering,0.0
5.67,4.11,4.12,6.9,5.21,A,M,241,Public Relations and Administration,0.0
7.58,7.58,7.31,7.43,8.65,D,Male,165,Public Relations and Administration,12562.74
8.17,6.32,6.84,8.41,9.5,B,M,116,Engineering,0.0
7.27,6.1,8.65,5.07,7.46,C,Male,115,Environmental Science and Health,0.0
3.62,7.26,8.23,7.48,7.08,E,F,115,Economics,0.0
6.78,5.61,4.71,5.82,4.62,D,M,165,Engineering,0.0
3.57,8.11,7.47,5.23,7.12,D,M,165,Environmental Science and Health,0.0
8.4,6.77,4.69,8.92,9.42,A,F,115,Art,0.0
5.46,6.17,3.86,3.87,4.77,C,F,165,Environmental Science and Health,12788.44
5.49,5.42,4.08,8.4,7.81,D,F,165,Engineering,0.0
4.65,7.67,6.86,7.79,8.46,C,Male,116,Environmental Science and Health,0.0
8.34,3.97,4.65,8.47,9.47,E,M,116,Engineering,13662.88
5.05,7.72,3.61,3.96,7.87,C,Female,241,Aeronautics and Aviation Science,8444.88
7.06,8.01,6.64,4.0,7.16,D,M,116,Economics,0.0
8.42,5.89,5.45,8.82,7.51,D,F,241,Environmental Science and Health,0.0
6.13,6.67,6.71,8.34,4.66,B,Male,241,Economics,0.0
5.53,6.69,5.95,5.67,5.81,E,Female,241,Environmental Science and Health,0.0
4.99,6.44,7.39,8.96,9.42,B,F,241,Engineering,0.0
4.0,4.32,3.81,6.87,4.36,D,M,241,Engineering,0.0
5.71,6.95,7.04,7.32,8.9,D,Female,241,Engineering,6654.39
6.39,5.34,6.64,5.1,9.2,C,Male,165,Public Relations and Administration,0.0
5.49,6.99,5.78,8.54,6.14,D,F,165,Economics,6775.09
5.59,7.33,3.56,7.99,9.42,D,Female,116,Aeronautics and Aviation Science,0.0
6.87,5.4,8.47,6.56,8.94,D,M,115,Engineering,631.71
3.57,6.93,5.8,7.97,5.11,C,Male,165,Public Relations and Administration,0.0
5.29,5.91,4.04,8.68,5.81,D,Male,115,Art,0.0
3.98,4.47,6.08,6.38,5.15,B,F,241,Environmental Science and Health,9390.05
5.86,4.88,5.4,8.82,6.72,E,F,115,Engineering,5957.28
3.32,6.67,5.17,6.55,7.38,D,Female,241,Public Relations and Administration,0.0
5.42,4.27,3.78,3.92,5.12,B,F,165,Engineering,0.0
5.08,4.41,6.42,7.62,5.58,D,F,165,Engineering,0.0
6.69,6.61,6.8,6.54,9.33,D,F,116,Engineering,0.0
5.32,5.18,7.56,8.31,7.87,C,Female,165,Aeronautics and Aviation Science,12700.73
6.69,7.37,5.45,5.69,6.4,C,Female,165,Aeronautics and Aviation Science,0.0
4.35,4.47,5.97,8.43,6.34,D,M,116,Economics,0.0
3.39,3.36,3.59,5.79,8.49,D,Female,241,Environmental Science and Health,0.0
3.06,5.68,8.6,3.72,6.73,B,Female,115,Art,3304.19
6.78,3.45,7.48,8.74,6.6,B,Female,241,Environmental Science and Health,0.0
3.91,6.86,8.51,6.12,9.4,C,F,165,Environmental Science and Health,0.0
4.25,8.07,3.65,8.39,6.34,D,Female,241,Economics,1523.82
6.59,7.29,8.49,4.53,9.19,C,Male,165,Economics,0.0
7.03,5.75,5.29,5.29,4.74,C,M,165,Economics,13723.79
8.87,4.78,5.72,8.95,7.05,D,Male,116,Engineering,4810.51
3.85,4.3,8.65,3.57,4.14,A,M,115,Public Relations and Administration,12235.68
3.3,8.05,8.4,3.69,4.76,E,F,115,Public Relations and Administration,12986.69
3.59,3.96,4.52,5.4,5.42,E,Female,165,Engineering,7763.03
6.77,4.15,7.57,6.39,7.48,C,Male,241,Environmental Science and Health,0.0
8.0,5.91,4.17,5.75,8.95,A,Male,116,Art,0.0
6.02,4.07,8.25,8.34,8.66,D,F,241,Economics,13798.66
7.2,7.85,5.7,7.12,4.19,D,F,115,Engineering,0.0
3.24,8.12,5.9,5.59,5.16,D,Female,165,Engineering,0.0
6.17,6.24,3.63,5.22,7.07,D,F,116,Aeronautics and Aviation Science,0.0
7.28,6.38,4.43,5.49,7.3,C,Female,165,Economics,6446.7
3.05,6.96,4.35,7.91,4.22,A,Male,116,Public Relations and Administration,0.0
4.52,5.28,6.98,8.83,6.68,D,F,115,Engineering,0.0
8.8,8.06,5.46,5.97,8.03,C,Male,115,Art,0.0
7.51,6.67,5.42,4.97,5.41,B,M,165,Environmental Science and Health,0.0
8.89,5.37,7.06,5.97,4.81,C,F,115,Engineering,2437.08
4.28,8.08,5.05,4.17,6.38,B,Male,115,Environmental Science and Health,0.0
6.43,4.99,7.78,3.61,4.15,B,M,165,Art,0.0
5.0,6.48,8.62,5.46,6.87,D,F,165,Environmental Science and Health,544.49
6.55,5.23,6.89,4.09,7.66,D,F,115,Engineering,0.0
5.55,3.66,5.35,8.61,6.3,B,Female,115,Public Relations and Administration,0.0
3.17,6.43,8.48,6.8,4.78,D,M,115,Economics,0.0
3.56,3.58,5.73,8.58,5.61,C,Female,116,Aeronautics and Aviation Science,0.0
3.76,5.99,4.37,5.24,8.7,D,Female,116,Environmental Science and Health,11274.69
6.33,8.13,6.0,8.31,7.8,D,Female,165,Environmental Science and Health,4688.41
5.77,3.47,8.17,7.52,5.14,C,Female,115,Aeronautics and Aviation Science,0.0
8.86,4.38,5.19,4.61,7.24,E,Male,165,Environmental Science and Health,1300.7
4.66,6.7,6.39,7.61,9.05,C,F,115,Engineering,0.0
6.55,5.67,5.15,3.59,8.22,C,M,116,Environmental Science and Health,4257.27
4.9,8.2,6.11,6.45,9.41,D,Male,241,Aeronautics and Aviation Science,3682.53
4.81,5.03,6.11,4.95,5.95,C,M,165,Public Relations and Administration,7805.15
8.5,4.0,6.69,6.57,8.22,C,Male,165,Engineering,9339.16
8.71,7.87,7.95,3.57,7.44,E,Female,115,Public Relations and Administration,0.0
8.5,3.66,7.48,5.49,4.5,E,F,116,Aeronautics and Aviation Science,0.0
5.2,4.99,5.75,7.97,8.0,B,Female,116,Public Relations and Administration,0.0
2.99,5.13,5.33,7.27,8.31,C,Male,116,Public Relations and Administration,0.0
3.55,7.8,5.88,4.23,5.79,B,Female,116,Art,4724.43
7.76,7.42,3.96,6.54,5.53,D,Female,116,Public Relations and Administration,0.0
7.3,6.93,5.14,7.79,9.29,E,Male,115,Environmental Science and Health,0.0
3.14,7.18,6.32,6.01,5.8,D,F,116,Environmental Science and Health,5675.76
4.44,5.28,8.29,5.56,4.68,B,Female,241,Public Relations and Administration,0.0
8.48,7.22,7.34,6.81,8.42,D,F,115,Environmental Science and Health,0.0
4.24,3.35,5.49,6.13,5.64,E,Male,116,Engineering,0.0
5.57,7.12,4.8,5.26,9.22,A,Female,116,Engineering,0.0
8.25,7.81,4.02,8.54,8.47,C,Male,116,Environmental Science and Health,4591.5
7.73,5.36,3.97,7.07,6.91,C,Female,115,Environmental Science and Health,8993.7
7.11,7.35,7.59,4.14,4.8,C,Male,241,Environmental Science and Health,0.0
6.46,3.74,8.26,4.81,6.2,C,Female,241,Economics,0.0
4.85,5.81,7.41,3.84,8.78,B,Male,165,Public Relations and Administration,0.0
7.99,5.28,5.68,7.89,6.65,C,F,165,Economics,0.0
8.04,4.83,4.51,7.8,6.37,B,M,165,Art,0.0
6.57,8.15,8.56,3.84,4.71,D,F,241,Environmental Science and Health,0.0
6.84,5.94,6.74,8.48,4.55,E,Female,241,Environmental Science and Health,1943.8
7.27,7.17,5.87,8.35,8.73,B,M,241,Environmental Science and Health,0.0
4.74,4.15,5.05,6.4,9.22,D,Female,241,Public Relations and Administration,7831.57
8.63,4.51,4.51,5.78,8.05,D,Female,115,Environmental Science and Health,0.0
5.05,3.74,5.26,3.83,6.27,E,F,116,Engineering,12529.52
7.14,8.06,8.06,8.81,4.95,B,M,116,Environmental Science and Health,13909.22
4.61,3.94,8.36,6.98,9.49,D,M,165,Public Relations and Administration,830.73
8.87,7.43,5.98,8.31,5.28,C,F,241,Art,0.0
5.81,3.89,6.46,4.47,4.03,D,Female,115,Engineering,0.0
8.71,4.16,5.66,8.24,6.44,A,F,165,Engineering,0.0
7.48,6.54,5.44,6.42,7.2,C,Male,165,Aeronautics and Aviation Science,0.0
7.94,4.19,4.53,8.39,4.05,C,Male,115,Art,0.0
3.91,3.41,6.7,4.31,5.46,C,Male,116,Economics,14460.72
7.43,4.16,6.46,6.41,7.6,A,F,165,Art,0.0
7.59,6.5,6.99,4.05,4.05,C,F,241,Aeronautics and Aviation Science,0.0
3.51,6.71,6.34,4.23,9.13,C,Male,115,Aeronautics and Aviation Science,2461.64
5.72,3.43,3.97,8.04,7.97,A,F,115,Public Relations and Administration,0.0
8.02,3.88,4.04,7.98,7.63,A,Female,115,Engineering,0.0
6.15,5.13,5.25,8.53,6.33,C,Female,165,Engineering,0.0
7.18,7.13,5.54,6.03,6.24,E,Male,241,Economics,4441.76
3.87,6.07,5.29,3.72,5.64,C,Male,165,Aeronautics and Aviation Science,0.0
8.65,3.53,5.98,3.76,8.1,C,M,115,Economics,0.0
4.24,7.9,6.61,6.7,4.24,B,Male,165,Public Relations and Administration,0.0
8.66,4.47,6.09,4.1,5.49,B,Male,165,Public Relations and Administration,0.0
5.94,7.61,6.25,3.92,7.36,A,Male,165,Engineering,0.0
5.83,6.58,6.7,6.03,4.41,A,F,165,Public Relations and Administration,6760.56
3.98,5.21,4.32,5.99,4.6,E,M,165,Environmental Science and Health,0.0
7.51,7.29,7.0,7.64,6.02,C,F,116,Engineering,12532.38
7.84,3.59,3.55,8.23,8.88,B,M,116,Aeronautics and Aviation Science,0.0
6.89,7.68,7.55,5.16,4.9,D,M,165,Engineering,0.0
5.03,3.72,7.1,6.32,9.49,B,Male,116,Environmental Science and Health,0.0
8.54,8.08,3.64,3.81,6.4,D,F,165,Environmental Science and Health,0.0
8.69,5.27,4.53,3.77,7.54,C,Female,115,Economics,0.0
7.92,4.05,7.1,8.57,6.94,C,M,165,Art,0.0
7.9,6.29,7.48,5.72,6.54,E,M,116,Environmental Science and Health,5321.69
6.71,6.03,7.91,4.79,8.26,D,Female,116,Public Relations and Administration,0.0
3.84,4.99,6.44,8.48,8.74,C,Male,241,Engineering,5476.64
8.69,4.26,6.32,5.71,9.24,B,Female,115,Economics,0.0
8.76,7.36,8.41,6.15,9.32,B,M,116,Economics,2188.11
4.54,7.61,5.4,4.06,4.83,C,M,165,Engineering,0.0
6.72,7.73,5.6,6.88,5.42,C,M,165,Art,2099.16
7.84,7.5,7.69,8.73,7.32,C,Female,165,Art,0.0
4.58,6.67,5.36,5.85,7.07,D,Female,116,Engineering,0.0
5.79,4.48,7.54,7.92,4.65,E,M,116,Public Relations and Administration,0.0
7.6,8.06,7.06,5.68,9.14,B,Male,115,Engineering,0.0
7.38,6.06,4.48,5.62,4.3,E,Male,165,Art,0.0
5.11,7.91,4.77,8.05,6.39,B,Male,116,Environmental Science and Health,0.0
4.19,6.13,7.25,4.17,4.78,C,M,241,Economics,0.0
5.39,6.69,8.55,8.03,4.75,A,M,241,Engineering,0.0
8.6,6.15,8.49,7.85,8.6,C,Male,115,Engineering,0.0
8.9,4.04,5.19,8.46,4.98,D,Male,165,Aeronautics and Aviation Science,0.0
8.24,7.74,7.28,6.79,5.31,C,Male,116,Engineering,0.0
5.74,3.59,4.92,8.39,8.64,C,Female,116,Engineering,6059.46
7.17,4.2,3.55,7.99,4.26,D,M,165,Economics,0.0
6.14,4.14,6.6,7.72,4.72,C,Female,165,Engineering,5198.53
8.47,5.28,8.67,7.67,4.18,C,M,165,Aeronautics and Aviation Science,0.0
7.42,6.54,6.66,7.46,6.72,C,M,115,Environmental Science and Health,0.0
7.82,5.17,6.69,7.17,5.36,C,Female,115,Engineering,9172.5
6.47,7.16,8.45,8.08,8.26,A,Male,115,Engineering,0.0
3.52,5.2,8.66,7.12,7.28,B,M,165,Engineering,0.0
5.77,7.05,6.31,4.96,7.54,D,Male,116,Aeronautics and Aviation Science,0.0
3.03,6.44,8.25,5.66,9.6,C,Female,165,Engineering,0.0
6.81,4.1,8.33,8.97,5.53,C,F,115,Art,0.0
5.16,5.96,3.63,8.68,4.2,B,F,116,Art,13806.87
5.4,6.8,4.04,7.57,7.98,E,F,116,Aeronautics and Aviation Science,0.0
4.11,4.66,3.77,8.55,5.48,A,Male,116,Engineering,0.0
4.72,5.3,3.74,5.34,9.59,C,M,241,Environmental Science and Health,0.0
8.24,4.37,4.32,5.29,4.18,C,Male,165,Economics,0.0
8.48,4.12,3.96,7.83,7.9,C,Male,115,Aeronautics and Aviation Science,0.0
3.0,3.76,6.12,7.74,8.3,B,M,116,Aeronautics and Aviation Science,15305.07
8.88,8.16,6.93,7.88,5.64,B,M,165,Aeronautics and Aviation Science,6007.9
4.84,7.59,4.69,4.88,9.28,B,Female,165,Environmental Science and Health,4118.9
8.61,5.38,8.04,4.66,5.16,E,Female,165,Environmental Science and Health,0.0
8.11,5.94,4.62,5.05,5.43,A,Male,116,Engineering,0.0
8.98,6.69,5.38,8.02,9.33,C,Male,115,Environmental Science and Health,0.0
7.12,3.96,3.88,5.05,7.87,C,F,165,Environmental Science and Health,0.0
6.37,6.58,3.6,5.15,6.22,D,F,241,Engineering,4465.25
6.72,4.83,7.0,7.06,4.08,C,Female,115,Engineering,0.0
6.32,3.55,6.76,8.89,5.87,C,M,116,Engineering,12138.39
6.31,6.32,4.4,7.02,9.57,D,F,241,Engineering,0.0
4.54,6.72,6.99,6.17,8.97,C,M,116,Engineering,0.0
4.38,4.22,7.02,4.34,4.7,C,F,165,Economics,0.0
2.97,5.98,4.21,5.03,4.2,B,M,241,Engineering,3796.49
3.27,6.69,5.95,3.61,4.59,B,Male,115,Economics,8671.02
5.57,4.21,7.55,8.52,8.84,C,Male,116,Engineering,0.0
6.26,6.76,7.24,5.52,4.4,E,Male,115,Economics,0.0
6.47,7.8,4.74,3.81,7.25,C,Female,115,Environmental Science and Health,11805.61
5.52,4.56,8.03,5.95,8.31,D,Male,115,Art,0.0
7.97,6.7,6.16,6.62,9.11,E,M,115,Engineering,0.0
5.13,4.83,5.69,6.78,9.12,C,Male,115,Environmental Science and Health,146.48
8.31,5.34,8.38,8.31,9.05,C,Male,115,Public Relations and Administration,0.0
5.57,6.13,6.61,4.04,8.32,A,Female,116,Engineering,0.0
7.07,3.95,7.17,3.75,6.85,B,F,165,Environmental Science and Health,0.0
4.75,3.52,3.53,7.44,4.45,D,Male,116,Public Relations and Administration,0.0
3.44,4.58,4.2,8.2,7.83,B,Female,116,Art,0.0
4.45,4.97,4.2,8.33,7.16,C,Female,116,Engineering,0.0
5.76,3.29,8.13,8.7,6.88,D,Female,116,Aeronautics and Aviation Science,1366.48
6.01,4.62,5.57,8.42,6.55,D,Male,241,Engineering,0.0
8.7,7.27,7.66,7.28,4.56,D,Female,241,Engineering,0.0
3.75,4.13,4.19,4.25,8.92,E,M,165,Public Relations and Administration,0.0
8.7,4.7,3.61,6.79,7.72,C,Male,241,Public Relations and Administration,0.0
5.08,7.37,5.79,7.58,7.04,B,Female,115,Aeronautics and Aviation Science,0.0
5.88,7.7,7.53,8.39,4.38,E,Female,115,Economics,13185.74
6.04,6.68,8.5,4.74,5.25,C,Male,241,Engineering,0.0
6.96,7.37,7.16,8.05,9.69,B,M,241,Engineering,0.0
8.39,5.28,4.08,6.17,9.66,C,F,165,Public Relations and Administration,0.0
7.09,7.43,5.09,6.29,9.43,A,Female,115,Environmental Science and Health,0.0
8.07,4.61,7.76,8.3,6.76,C,F,241,Environmental Science and Health,182.87
6.27,3.98,4.37,6.14,9.52,D,F,241,Economics,0.0
3.53,7.82,5.09,7.4,5.63,D,F,165,Environmental Science and Health,0.0
7.76,6.64,5.14,3.87,4.26,C,M,116,Engineering,0.0
5.95,6.7,8.5,4.17,9.01,E,Female,116,Engineering,0.0
3.8,3.78,4.17,5.1,9.07,C,F,241,Environmental Science and Health,0.0
5.75,6.67,3.93,6.93,7.4,A,Male,165,Economics,0.0
6.76,7.17,7.87,7.05,7.71,D,Male,165,Environmental Science and Health,0.0
5.43,4.72,4.71,4.99,8.1,D,F,241,Economics,0.0
7.34,5.36,6.63,4.88,7.22,E,Male,241,Engineering,0.0
6.67,3.33,6.01,5.87,7.08,D,Female,241,Environmental Science and Health,0.0
3.82,5.54,7.3,8.97,6.69,C,Male,165,Aeronautics and Aviation Science,0.0
4.22,3.72,8.23,7.98,9.26,D,M,116,Public Relations and Administration,0.0
8.27,7.35,6.31,5.91,5.9,D,M,116,Public Relations and Administration,0.0
7.56,4.15,5.12,6.51,6.22,A,Male,116,Environmental Science and Health,0.0
7.16,5.47,6.24,4.55,8.47,D,Male,165,Economics,0.0
6.92,4.29,3.5,4.55,7.0,B,F,115,Economics,343.58
6.77,7.03,3.91,5.19,5.99,B,Male,115,Environmental Science and Health,10135.2
3.92,6.7,8.41,4.28,5.6,D,F,115,Environmental Science and Health,11504.03
5.87,7.64,6.15,6.85,8.9,C,Female,165,Environmental Science and Health,0.0
4.7,7.69,4.73,5.18,8.38,B,F,241,Engineering,0.0
8.36,6.52,6.62,5.97,4.04,D,Male,116,Environmental Science and Health,10434.4
8.85,3.81,4.25,5.72,4.91,B,M,165,Aeronautics and Aviation Science,0.0
4.83,3.93,3.53,6.38,6.99,C,M,116,Environmental Science and Health,0.0
